,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,type,,,val,,,
,,,,,,,,,,,normal,,,0x0000,,,
,,,,,,,,,,,normal_1,,,0x0010,,,
,,,,,,,,,,,normal_2,,,0x0011,,,
,,,,,,,,,,,normal_3,,,0x0505,,,
,,,,,,,,,,,normal_4,,,0x1000,,,
,,,,,,,,,,,normal_5,,,0x1010,,,
,,,,,,,,,,,normal_6,,,0xFFF0,,,
,,,,,,,,,,,normal_7,,,0xFFF0,,,
,,,,,,,,,,,normal_8,,,0x7fff,,,
,,,,,,,,,,,normal_9,,,,,,
,,,,,,,,,,,normal_10,,,,,,
,,,,,,,,,,,normal_11,,,0xA0A0,,,
,,,,,,,,,,,normal_12,,,,,,
,,,,,,,,,,,normal_13,,,,,,
,,,,,,,,,,,normal_14,,,0xFFFF,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,test,,,,,,
,,,,,,,,,,,x,,y,,exp_out,,test_out
,,,,,,,,,,,normal_14,,normal,,0,,
,,,,,,,,,,,normal,,normal,,1,,
,,,,,,,,,,,normal_14,,normal_14,,1,,
,,,,,,,,,,,normal_7,,normal_3,,1,,
,,,,,,,,,,,normal_4,,normal_9,,1,,
,,,,,,,,,,,normal_2,,normal_11,,1,,
,,,,,,,,,,,normal_6,,normal_6,,1,,
,,,,,,,,,,,normal_12,,normal_8,,0,,
,,,,,,,,,,,normal_5,,normal_10,,1,,
,,,,,,,,,,,normal_8,,normal_8,,1,,
,,,,,,,,,,,normal_7,,normal_8,,0,,
,,,,,,,,,,,normal,,normal_7,,0,,
,,,,,,,,,,,normal_14,,normal_13,,1,,
,,,,,,,,,,,normal_11,,normal_9,,1,,
,,,,,,,,,,,normal_10,,normal_14,,0,,
