,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,type,,,val,,,
,,,,,,,,,,,normal,,,0x00000000,,,
,,,,,,,,,,,normal_1,,,0x00001000,,,
,,,,,,,,,,,normal_2,,,0x00001111,,,
,,,,,,,,,,,normal_3,,,0x05050505,,,
,,,,,,,,,,,normal_4,,,0x10000000,,,
,,,,,,,,,,,normal_5,,,0xFFF0,,,
,,,,,,,,,,,normal_6,,,0xFFF0,,,
,,,,,,,,,,,normal_7,,,0x50505050,,,
,,,,,,,,,,,normal_8,,,,,,
,,,,,,,,,,,normal_9,,,,,,
,,,,,,,,,,,normal_10,,,0xFFFF0000,,,
,,,,,,,,,,,normal_11,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,test,,,,,,
,,,,,,,,,,,x,,y,,exp_out,,test_out
,,,,,,,,,,,normal,,normal_11,,0,,
,,,,,,,,,,,normal,,normal,,0,,
,,,,,,,,,,,normal_11,,normal_11,,0,,
,,,,,,,,,,,normal_3,,normal_2,,1,,
,,,,,,,,,,,normal_8,,normal_9,,0,,
,,,,,,,,,,,normal_2,,normal_6,,0,,
,,,,,,,,,,,normal_7,,normal_7,,0,,
,,,,,,,,,,,normal,,normal_4,,0,,
,,,,,,,,,,,normal_10,,normal_10,,0,,
,,,,,,,,,,,normal_6,,normal_3,,1,,
,,,,,,,,,,,normal_11,,normal_9,,1,,
,,,,,,,,,,,normal_8,,normal_11,,0,,
,,,,,,,,,,,normal_9,,normal_5,,1,,
