,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,type,,,val,,,
,,,,,,,,,,,normal,,,0x00000000,,,
,,,,,,,,,,,normal_1,,,0x00001000,,,
,,,,,,,,,,,normal_2,,,0x00001111,,,
,,,,,,,,,,,normal_3,,,0x05050505,,,
,,,,,,,,,,,normal_4,,,0x10000000,,,
,,,,,,,,,,,normal_5,,,0x10101010,,,
,,,,,,,,,,,normal_6,,,0xFFF0,,,
,,,,,,,,,,,normal_7,,,0xFFF0,,,
,,,,,,,,,,,normal_8,,,0x80000000,,,
,,,,,,,,,,,normal_9,,,,,,
,,,,,,,,,,,normal_10,,,,,,
,,,,,,,,,,,normal_11,,,0xF0F0F0F0,,,
,,,,,,,,,,,normal_12,,,,,,
,,,,,,,,,,,normal_13,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,test,,,,,,
,,,,,,,,,,,x,,y,,exp_out,,test_out
,,,,,,,,,,,normal,,normal_13,,0,,
,,,,,,,,,,,normal,,normal,,0,,
,,,,,,,,,,,normal_13,,normal_13,,0,,
,,,,,,,,,,,normal_3,,normal_2,,0,,
,,,,,,,,,,,normal_8,,normal_9,,1,,
,,,,,,,,,,,normal_2,,normal_6,,1,,
,,,,,,,,,,,normal_8,,normal_8,,0,,
,,,,,,,,,,,normal_4,,normal_12,,0,,
,,,,,,,,,,,normal_8,,normal_13,,1,,
,,,,,,,,,,,normal_11,,normal_8,,0,,
,,,,,,,,,,,normal_8,,normal_12,,1,,
,,,,,,,,,,,normal_11,,normal_2,,1,,
,,,,,,,,,,,normal_7,,normal_3,,0,,
,,,,,,,,,,,normal_13,,normal_8,,0,,
