,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,type,,,val,,,
,,,,,,,,,,normal_carry,,,0x408e0000,,,
,,,,,,,,,,rand_carry_y,,,0x00000001,,,
,,,,,,,,,,rand_carry_n,,,0x00700001,,,
,,,,,,,,,,rand_carry_n_q,,,0x00700000,,,
,,,,,,,,,,-normal_nocarry,,,0xC0800000,,,
,,,,,,,,,,rand_nocarry_n,,,0x00000000,,,
,,,,,,,,,,-normal_nocarry_a,,,0xC0800001,,,
,,,,,,,,,,rand_nocarry_y_a,,,0x00000000,,,
,,,,,,,,,,rand_nocarry_n_a,,,0x00080000,,,
,,,,,,,,,,-snan,,,0xFFA00000,,,
,,,,,,,,,,-inf,,,0xFF800000,,,
,,,,,,,,,,-normal_overflow2,,,0xC3E80001,,,
,,,,,,,,,,-normal_overflow1,,,0xC3E80000,,,
,,,,,,,,,,-normal_max,,,0xC3E00000,,,
,,,,,,,,,,-normal,,,0xBFC00000,,,
,,,,,,,,,,-normal_min,,,0xBC800000,,,
,,,,,,,,,,-sub_max,,,0xBC600000,,,
,,,,,,,,,,-sub,,,0xBBE00000,,,
,,,,,,,,,,-sub_min,,,0xBB000000,,,
,,,,,,,,,,-sub_underflow2,,,0xBA800001,,,
,,,,,,,,,,-sub_underflow1,,,0xBA800000,,,
,,,,,,,,,,-zero,,,0x80000000,,,
,,,,,,,,,,zero,,,0x00000000,,,
,,,,,,,,,,sub_underflow1,,,0x3A800000,,,
,,,,,,,,,,sub_underflow2,,,0x3A800001,,,
,,,,,,,,,,sub_min,,,0x3B000000,,,
,,,,,,,,,,sub,,,0x3BE00000,,,
,,,,,,,,,,sub_max,,,0x3C600000,,,
,,,,,,,,,,normal_min,,,0x3C800000,,,
,,,,,,,,,,normal,,,0x3FC00000,,,
,,,,,,,,,,normal_max,,,0x43E00000,,,
,,,,,,,,,,normal_overflow1,,,0x43E80000,,,
,,,,,,,,,,normal_overflow2,,,0x43E80001,,,
,,,,,,,,,,inf,,,0x7F800000,,,
,,,,,,,,,,qnan,,,0x7FC80000,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,test,,,,,,
,,,,,,,,,,x,,y,,exp_out,,test_out
,,,,,,,,,,normal_carry,,rand_carry_y,,0x49,,
,,,,,,,,,,normal_carry,,rand_carry_n,,0x48,,
,,,,,,,,,,normal_carry,,rand_carry_n_q,,0x48,,
,,,,,,,,,,-normal_nocarry,,rand_nocarry_n,,0x48,,
,,,,,,,,,,-normal_nocarry_a,,rand_nocarry_y_a,,0x49,,
,,,,,,,,,,-normal_nocarry_a,,rand_nocarry_n_a,,0x48,,
,,,,,,,,,,-snan,,rand_nocarry_n,,0x7F,,
,,,,,,,,,,-inf,,rand_carry_n_q,,0x7F,,
,,,,,,,,,,-normal_overflow2,,rand_nocarry_n,,0x7F,,
,,,,,,,,,,-normal_overflow1,,rand_carry_n_q,,0xFE,,
,,,,,,,,,,-normal_max,,rand_nocarry_n,,0xFE,,
,,,,,,,,,,-normal,,rand_carry_n_q,,0xBC,,
,,,,,,,,,,-normal_min,,rand_nocarry_n,,0x88,,
,,,,,,,,,,-sub_max,,rand_carry_n_q,,0x87,,
,,,,,,,,,,-sub,,rand_nocarry_n,,0x84,,
,,,,,,,,,,-sub_min,,rand_carry_n_q,,0x81,,
,,,,,,,,,,-sub_underflow2,,rand_nocarry_n,,0x81,,
,,,,,,,,,,-sub_underflow1,,rand_carry_n_q,,0x80,,
,,,,,,,,,,-zero,,rand_nocarry_n,,0x80,,
,,,,,,,,,,zero,,rand_carry_n_q,,0x00,,
,,,,,,,,,,sub_underflow1,,rand_nocarry_n,,0x00,,
,,,,,,,,,,sub_underflow2,,rand_carry_n_q,,0x01,,
,,,,,,,,,,sub_min,,rand_nocarry_n,,0x01,,
,,,,,,,,,,sub,,rand_carry_n_q,,0x04,,
,,,,,,,,,,sub_max,,rand_nocarry_n,,0x07,,
,,,,,,,,,,normal_min,,rand_carry_n_q,,0x08,,
,,,,,,,,,,normal,,rand_nocarry_n,,0x3C,,
,,,,,,,,,,normal_max,,rand_carry_n_q,,0x7E,,
,,,,,,,,,,normal_overflow1,,rand_nocarry_n,,0x7E,,
,,,,,,,,,,normal_overflow2,,rand_carry_n_q,,0x7F,,
,,,,,,,,,,inf,,rand_nocarry_n,,0x7F,,
,,,,,,,,,,qnan,,rand_carry_n_q,,0x7F,,
